X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,Organization_Formal_Name,Organization_Identifier,Monitoring_Location_Identifier,Monitoring_Location_Name,Monitoring_Location_Type_Name,Monitoring_Location_Description_Text,HUC_Eight_Digit_Code
-82.5773425,43.5183003,"CHERRY CREEK AT M-25; T13N R17E S33",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-320201,"CHERRY CREEK AT M-25; T13N R17E S33",River/Stream,"CHERRY CREEK AT M-25; T13N R17E S33",04080104
-82.601533,43.6160999,"WHITE ROCK CREEK AT M-25; T15N R15E S26",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-320221,"WHITE ROCK CREEK AT M-25; T15N R15E S26",River/Stream,"WHITE ROCK CREEK AT M-25; T15N R15E S26",04080104
-82.657645,43.6075,"WHITE ROCK CREEK AT SCHOCK ROAD; T15N R15E S33",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-320222,"WHITE ROCK CREEK AT SCHOCK ROAD; T15N R15E S33",River/Stream,"WHITE ROCK CREEK AT SCHOCK ROAD; T15N R15E S33",04080104
-82.9151345,43.3519506,"CASS RIVER AT STUDOR ROAD; T11N R05E S17",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-730088,"CASS RIVER AT STUDOR ROAD; T11N R05E S17",River/Stream,"CASS RIVER AT STUDOR ROAD; T11N R05E S17",04080205
-82.602902,43.6622267,"LAKE HURON IN FORESTVILLE; DELAWARE TOWNSHIP, SEC 17",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760001,"LAKE HURON IN FORESTVILLE; DELAWARE TOWNSHIP, SEC 17",Lake,"LAKE HURON IN FORESTVILLE; DELAWARE TOWNSHIP, SEC 17",04080300
-82.600124,43.6308368,"LAKE HURON NEAR FORESTER; FORESTER TOWNSHIP, SEC 03",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760002,"LAKE HURON NEAR FORESTER; FORESTER TOWNSHIP, SEC 03",Lake,"LAKE HURON NEAR FORESTER; FORESTER TOWNSHIP, SEC 03",04080300
-82.5956809,43.6147259,"LAKE HURON NEAR FORESTER; FORESTER TOWNSHIP, SEC 03",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760003,"LAKE HURON NEAR FORESTER; FORESTER TOWNSHIP, SEC 03",Lake,"LAKE HURON NEAR FORESTER; FORESTER TOWNSHIP, SEC 03",04080300
-82.5381783,43.4341707,"LAKE HURON, IN PORT SANILAC; SANILAC TOWNSHIP, SEC 2",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760004,"LAKE HURON, IN PORT SANILAC; SANILAC TOWNSHIP, SEC 2",Lake,"LAKE HURON, IN PORT SANILAC; SANILAC TOWNSHIP, SEC 2",04080300
-82.5373443,43.4327817,"LAKE HURON, IN PORT SANILAC; SANILAC TOWNSHIP, SEC 2",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760005,"LAKE HURON, IN PORT SANILAC; SANILAC TOWNSHIP, SEC 2",Lake,"LAKE HURON, IN PORT SANILAC; SANILAC TOWNSHIP, SEC 2",04080300
-82.5359563,43.4027819,"LAKE HURON, NEAR PORT SANILAC; SANILAC TOWNSHIP, SEC 11",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760006,"LAKE HURON, NEAR PORT SANILAC; SANILAC TOWNSHIP, SEC 11",Lake,"LAKE HURON, NEAR PORT SANILAC; SANILAC TOWNSHIP, SEC 11",04080300
-82.5223452,43.2622276,"LAKE HURON, NEAR LEXINGTON; LEXINGTON TOWNSHIP, SEC 30",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760007,"LAKE HURON, NEAR LEXINGTON; LEXINGTON TOWNSHIP, SEC 30",Lake,"LAKE HURON, NEAR LEXINGTON; LEXINGTON TOWNSHIP, SEC 30",04080300
-82.5215122,43.2602826,"LAKE HURON, NEAR LEXINGTON; LEXINGTON TOWNSHIP, SEC 30",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760008,"LAKE HURON, NEAR LEXINGTON; LEXINGTON TOWNSHIP, SEC 30",Lake,"LAKE HURON, NEAR LEXINGTON; LEXINGTON TOWNSHIP, SEC 30",04080300
-82.635126,43.3219494,"BLACK RIVER AT AITKEN ROAD; LEXINGTON TOWNSHIP, SEC 07",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760009,"BLACK RIVER AT AITKEN ROAD; LEXINGTON TOWNSHIP, SEC 07",River/Stream,"BLACK RIVER AT AITKEN ROAD; LEXINGTON TOWNSHIP, SEC 07",04090001
-82.7112398,43.6466709,"ELK RIVER AT WASHINGTON ROAD. BRIDGE; WASHINGTON TOWNSHIP SE",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760010,"ELK RIVER AT WASHINGTON ROAD. BRIDGE; WASHINGTON TOWNSHIP SE",River/Stream,"ELK RIVER AT WASHINGTON ROAD. BRIDGE; WASHINGTON TOWNSHIP SEC 09",04080104
-82.9770826,43.3508387,"SOUTH BRANCH CASS RIVER AT FRENCH LINE ROAD; ELMER TOWNSHIP",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760011,"SOUTH BRANCH CASS RIVER AT FRENCH LINE ROAD; ELMER TOWNSHIP",River/Stream,"SOUTH BRANCH CASS RIVER AT FRENCH LINE ROAD; ELMER TOWNSHIP SEC 19/30",04080205
-83.0948632,43.5522268,"CASS RIVER AT M-53 BRIDGE; EVERGREEN TOWNSHIP SEC 18",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760012,"CASS RIVER AT M-53 BRIDGE; EVERGREEN TOWNSHIP SEC 18",River/Stream,"CASS RIVER AT M-53 BRIDGE; EVERGREEN TOWNSHIP SEC 18",04080205
-82.6156815,43.2505608,"BLACK RIVER AT SHERIDAN LINE ROAD; LEXINGTON TOWNSHIP SEC 32",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760048,"BLACK RIVER AT SHERIDAN LINE ROAD; LEXINGTON TOWNSHIP SEC 32",River/Stream,"BLACK RIVER AT SHERIDAN LINE ROAD; LEXINGTON TOWNSHIP SEC 32",04090001
-82.6237367,43.2788936,"BLACK RIVER AT HARRINGTON ROAD BRIDGE; CITY OF CROSWELL",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760052,"BLACK RIVER AT HARRINGTON ROAD BRIDGE; CITY OF CROSWELL",River/Stream,"BLACK RIVER AT HARRINGTON ROAD BRIDGE; CITY OF CROSWELL",04090001
-82.6213756,43.2716727,"BLACK RIVER AT SANBORN STREET; CITY OF CROSWELL",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760053,"BLACK RIVER AT SANBORN STREET; CITY OF CROSWELL",River/Stream,"BLACK RIVER AT SANBORN STREET; CITY OF CROSWELL",04090001
-82.6201256,43.2677827,"BLACK RIVER AT MICHIGAN SUGAR CO DAM; CITY OF CROSWELL",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760054,"BLACK RIVER AT MICHIGAN SUGAR CO DAM; CITY OF CROSWELL",River/Stream,"BLACK RIVER AT MICHIGAN SUGAR CO DAM; CITY OF CROSWELL",04090001
-82.6237367,43.2658387,"BLACK RIVER AT M-90 BRIDGE; CITY OF CROSWELL",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760055,"BLACK RIVER AT M-90 BRIDGE; CITY OF CROSWELL",River/Stream,"BLACK RIVER AT M-90 BRIDGE; CITY OF CROSWELL",04090001
-82.6142935,43.2230609,"BLACK RIVER AT BURNS LINE ROAD; WORTH TOWNSHIP, SEC 17",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760056,"BLACK RIVER AT BURNS LINE ROAD; WORTH TOWNSHIP, SEC 17",River/Stream,"BLACK RIVER AT BURNS LINE ROAD; WORTH TOWNSHIP, SEC 17",04090001
-82.6151266,43.208894,"BLACK RIVER AT GARDNER LINE ROAD; WORTH TOWNSHIP, SEC 20",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760057,"BLACK RIVER AT GARDNER LINE ROAD; WORTH TOWNSHIP, SEC 20",River/Stream,"BLACK RIVER AT GARDNER LINE ROAD; WORTH TOWNSHIP, SEC 20",04090001
-82.6240159,43.1936171,"BLACK RIVER AT GALBRAITH ROAD BRIDGE; WORTH TOWNSHIP, SEC 28",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760058,"BLACK RIVER AT GALBRAITH ROAD BRIDGE; WORTH TOWNSHIP, SEC 28",River/Stream,"BLACK RIVER AT GALBRAITH ROAD BRIDGE; WORTH TOWNSHIP, SEC 28",04090001
-82.7756865,43.441116,"BERRY DRAIN AT BERKSHIRE ROAD; CUSTER TOWNSHIP, SEC 25",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760079,"BERRY DRAIN AT BERKSHIRE ROAD; CUSTER TOWNSHIP, SEC 25",River/Stream,"BERRY DRAIN AT BERKSHIRE ROAD; CUSTER TOWNSHIP, SEC 25",04090001
-82.6192926,43.2600047,"CROSWELL DRAIN NEAR MOUTH; LEXINGTON TOWNSHIP, SEC 32",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760082,"CROSWELL DRAIN NEAR MOUTH; LEXINGTON TOWNSHIP, SEC 32",River/Stream,"CROSWELL DRAIN NEAR MOUTH; LEXINGTON TOWNSHIP, SEC 32",04090001
-82.6262369,43.212505,"BLACK CR AT BLACK RIVER ROAD BRIDGE; WORTH TOWNSHIP, SEC 18",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760083,"BLACK CR AT BLACK RIVER ROAD BRIDGE; WORTH TOWNSHIP, SEC 18",River/Stream,"BLACK CR AT BLACK RIVER ROAD BRIDGE; WORTH TOWNSHIP, SEC 18",04090001
-82.8098547,43.4225041,"BERRY DRAIN AT BANNER ROAD BRIDGE; CUSTER TOWNSHIP, SEC 34",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760086,"BERRY DRAIN AT BANNER ROAD BRIDGE; CUSTER TOWNSHIP, SEC 34",River/Stream,"BERRY DRAIN AT BANNER ROAD BRIDGE; CUSTER TOWNSHIP, SEC 34",04090001
-82.7906881,43.4225041,"BERRY DRN AT STRINGER ROAD BRIDGE; CUSTER TOWNSHIP, SEC 35",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760087,"BERRY DRN AT STRINGER ROAD BRIDGE; CUSTER TOWNSHIP, SEC 35",River/Stream,"BERRY DRN AT STRINGER ROAD BRIDGE; CUSTER TOWNSHIP, SEC 35",04090001
-82.7804097,43.437227,"BERRY DRAIN AT EDDY ROAD BRIDGE; CUSTER TOWNSHIP, SEC 26",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760088,"BERRY DRAIN AT EDDY ROAD BRIDGE; CUSTER TOWNSHIP, SEC 26",River/Stream,"BERRY DRAIN AT EDDY ROAD BRIDGE; CUSTER TOWNSHIP, SEC 26",04090001
-82.7520757,43.4527819,"BERRY DRAIN AT CUSTER ROAD BRIDGE; CUSTER TOWNSHIP, SEC 24",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760089,"BERRY DRAIN AT CUSTER ROAD BRIDGE; CUSTER TOWNSHIP, SEC 24",River/Stream,"BERRY DRAIN AT CUSTER ROAD BRIDGE; CUSTER TOWNSHIP, SEC 24",04090001
-82.7456854,43.4533379,"BERRY DRAIN 0.1 MILES FROM MOUTH; BRHAMPTON TOWNSHIP,",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760090,"BERRY DRAIN 0.1 MILES FROM MOUTH; BRHAMPTON TOWNSHIP,",River/Stream,"BERRY DRAIN 0.1 MILES FROM MOUTH; BRHAMPTON TOWNSHIP,",04090001
-82.5229012,43.2722275,LAKE HURON 0.3 KM NORTHEAST OF LEXINGTON,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760095,LAKE HURON 0.3 KM NORTHEAST OF LEXINGTON,Lake,LAKE HURON 0.3 KM NORTHEAST OF LEXINGTON,04080300
-82.5176231,43.2683385,LAKE HURON 0.6 KM NORTHEAST OF LEXINGTON,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760096,LAKE HURON 0.6 KM NORTHEAST OF LEXINGTON,Lake,LAKE HURON 0.6 KM NORTHEAST OF LEXINGTON,04080300
-82.5181781,43.2738945,LAKE HURON 0.6 KM NORTHEAST OF LEXINGTON,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760097,LAKE HURON 0.6 KM NORTHEAST OF LEXINGTON,Lake,LAKE HURON 0.6 KM NORTHEAST OF LEXINGTON,04080300
-82.5190111,43.2783395,LAKE HURON 0.9 KM NORTHEAST OF LEXINGTON,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760098,LAKE HURON 0.9 KM NORTHEAST OF LEXINGTON,Lake,LAKE HURON 0.9 KM NORTHEAST OF LEXINGTON,04080300
-82.4981783,43.2869494,LAKE HURON 2.6 KM NORTHEAST OF LEXINGTON,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760099,LAKE HURON 2.6 KM NORTHEAST OF LEXINGTON,Lake,LAKE HURON 2.6 KM NORTHEAST OF LEXINGTON,04080300
-82.4917882,43.2769495,LAKE HURON 2.4 KM NORTHEAST OF LEXINGTON,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760100,LAKE HURON 2.4 KM NORTHEAST OF LEXINGTON,Lake,LAKE HURON 2.4 KM NORTHEAST OF LEXINGTON,04080300
-82.4901221,43.2697275,LAKE HURON 2.4 KM EAST OF LEXINGTON,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760101,LAKE HURON 2.4 KM EAST OF LEXINGTON,Lake,LAKE HURON 2.4 KM EAST OF LEXINGTON,04080300
-82.767352,43.5263925,"BLACK RIVER AT DECKERVILLE ROAD; WHEATLAND TOWNSHIP, SEC 36",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760108,"BLACK RIVER AT DECKERVILLE ROAD; WHEATLAND TOWNSHIP, SEC 36",River/Stream,"BLACK RIVER AT DECKERVILLE ROAD; WHEATLAND TOWNSHIP, SEC 36",04090001
-82.9373596,43.6511152,"SOUTH FK CASS RIVER AT M-19 BRIDGE; AUSTIN TOWNSHIP., SEC. 1",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760109,"SOUTH FK CASS RIVER AT M-19 BRIDGE; AUSTIN TOWNSHIP., SEC. 1",River/Stream,"SOUTH FK CASS RIVER AT M-19 BRIDGE; AUSTIN TOWNSHIP., SEC. 16",04080205
-82.5070667,43.2716725,LAKE HURON 8M. CONTOUR OFF LEXINGTON,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760118,LAKE HURON 8M. CONTOUR OFF LEXINGTON,Lake,LAKE HURON 8M. CONTOUR OFF LEXINGTON,04080300
-82.9797227,43.3715326,"DUFF CREEK UPSTREAM SOUTH BRANCH CASS RIVER; ELMER TOWNSHIP",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760123,"DUFF CREEK UPSTREAM SOUTH BRANCH CASS RIVER; ELMER TOWNSHIP",River/Stream,"DUFF CREEK UPSTREAM SOUTH BRANCH CASS RIVER; ELMER TOWNSHIP SEC 19",04080205
-83.0256953,43.3597277,"DUFF CREEK AT WOOD ROAD; MARLETTE TOWNSHIP., SEC. 22",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760124,"DUFF CREEK AT WOOD ROAD; MARLETTE TOWNSHIP., SEC. 22",River/Stream,"DUFF CREEK AT WOOD ROAD; MARLETTE TOWNSHIP., SEC. 22",04080205
-83.0643077,43.3297279,"DUFF CREEK AT BOYNE ROAD; MARLETTE TOWNSHIP., SEC. 33",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760126,"DUFF CREEK AT BOYNE ROAD; MARLETTE TOWNSHIP., SEC. 33",River/Stream,"DUFF CREEK AT BOYNE ROAD; MARLETTE TOWNSHIP., SEC. 33",04080205
-83.0672248,43.3288939,"DUFF CR UPSTR MARLETTE WWTP; MARLETTE TOWNSHIP SEC32",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760127,"DUFF CR UPSTR MARLETTE WWTP; MARLETTE TOWNSHIP SEC32",River/Stream,"DUFF CR UPSTR MARLETTE WWTP; MARLETTE TOWNSHIP SEC32",04080205
-83.0715299,43.3291719,"DUFF CR400YD ABV MARLETTE WWTP; MARTE TOWNSHIP SEC32",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760128,"DUFF CR400YD ABV MARLETTE WWTP; MARTE TOWNSHIP SEC32",River/Stream,"DUFF CR400YD ABV MARLETTE WWTP; MARTE TOWNSHIP SEC32",04080205
-82.6201256,43.2594497,"BLACK RIVER 1600FT DNSTR M-90; LEXINGTON TOWNSHIP SEC 32",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760129,"BLACK RIVER 1600FT DNSTR M-90; LEXINGTON TOWNSHIP SEC 32",River/Stream,"BLACK RIVER 1600FT DNSTR M-90; LEXINGTON TOWNSHIP SEC 32",04090001
-82.6198486,43.2611177,"BLACK RIVER 75FT DNST CROSWELL WWTP; LEXTN TOWNSHIP SEC32",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760130,"BLACK RIVER 75FT DNST CROSWELL WWTP; LEXTN TOWNSHIP SEC32",River/Stream,"BLACK RIVER 75FT DNST CROSWELL WWTP; LEXTN TOWNSHIP SEC32",04090001
-82.6492944,43.3548673,"BLACK RIVER AT APPLEGATE ROAD; WASHINGTON TOWNSHIP, SEC 35",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760131,"BLACK RIVER AT APPLEGATE ROAD; WASHINGTON TOWNSHIP, SEC 35",River/Stream,"BLACK RIVER AT APPLEGATE ROAD; WASHINGTON TOWNSHIP, SEC 35",04090001
-83.0058896,43.3644497,"DUFF CR. AT GERMANIA ROAD, MARLETTE TOWNSHIP, SEC 24",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760139,"DUFF CR. AT GERMANIA ROAD, MARLETTE TOWNSHIP, SEC 24",River/Stream,"DUFF CR. AT GERMANIA ROAD, MARLETTE TOWNSHIP, SEC 24",04080205
-82.596514,43.584448,"INDIAN CR. AT M-25 FORESTER TOWNSHIP, SEC 09",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760163,"INDIAN CR. AT M-25 FORESTER TOWNSHIP, SEC 09",River/Stream,"INDIAN CR. AT M-25 FORESTER TOWNSHIP, SEC 09",04080104
-82.5848467,43.5355592,"BIG CREEK AT M-25 FORESTER TOWNSHIP, SEC 28",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760164,"BIG CREEK AT M-25 FORESTER TOWNSHIP, SEC 28",River/Stream,"BIG CREEK AT M-25 FORESTER TOWNSHIP, SEC 28",04080104
-82.5773465,43.5183373,"CHERRY CREEK AT M-25 FORESTER TOWNSHIP, SEC 34",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760165,"CHERRY CREEK AT M-25 FORESTER TOWNSHIP, SEC 34",River/Stream,"CHERRY CREEK AT M-25 FORESTER TOWNSHIP, SEC 34",04080104
-82.5279005,43.2211168,MILL   CR. AT M25 WORTH TOWNSHIP SEC 18,,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760166,MILL   CR. AT M25 WORTH TOWNSHIP SEC 18,River/Stream,MILL   CR. AT M25 WORTH TOWNSHIP SEC 18,04080104
-83.0176573,43.6597202,"NORTH FORK OF NORTH BRANCH CASS AT GERMANIA ROAD; T14N R12E",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760167,"NORTH FORK OF NORTH BRANCH CASS AT GERMANIA ROAD; T14N R12E",River/Stream,"NORTH FORK OF NORTH BRANCH CASS AT GERMANIA ROAD; T14N R12E S12",04080205
-83.0268083,43.3580607,"DUFF CREEK AT FRENCH LINE ROAD; T11N R12E S22",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760168,"DUFF CREEK AT FRENCH LINE ROAD; T11N R12E S22",River/Stream,"DUFF CREEK AT FRENCH LINE ROAD; T11N R12E S22",04080205
-83.0548693,43.3425058,"DUFF CREEK AT MAYVILLE ROAD; T11N R12E S28",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760169,"DUFF CREEK AT MAYVILLE ROAD; T11N R12E S28",River/Stream,"DUFF CREEK AT MAYVILLE ROAD; T11N R12E S28",04080205
-82.7756895,43.441116,"BERRY DRAIN AT BERSHIRE ROAD; T12N R14E S36",,,,,,-1,-1,-1,,,Michigan Department of Environmental Quality,21MICH,21MICH-760170,"BERRY DRAIN AT BERSHIRE ROAD; T12N R14E S36",River/Stream,"BERRY DRAIN AT BERSHIRE ROAD; T12N R14E S36",04090001
